timestamp,x,y,z,qw,qx,qy,qz
0.0,42.25971641250202,-10.416745624683502,0.8704626866386671,0.6108880602188966,-0.0124096048540438,0.5674636736055357,0.5519481485859611
0.133,42.25651162325063,-10.403370500782096,0.8730235458012552,0.6048816255445466,-0.0052832672923055,0.5687813519030729,0.5572953255614279
0.2,42.24494952728692,-10.423157999806916,0.8895473475857982,0.5960352344573604,0.0016439189633476,0.5654779950868712,0.5700648505988892
0.3,42.242667348169135,-10.438324834641216,0.9160467726578458,0.5842823995338483,0.0212832487581908,0.5555145086403597,0.5912399949321133
2.635,42.28099940232488,-10.535918644360532,1.0904690818341964,0.322440887100951,0.2508374956996384,0.5433518605675512,0.7334038319333122
2.735,42.29283085202124,-10.530238099890386,1.0894288983192624,0.3249884443745706,0.251658124247828,0.5496644919876651,0.7272686200923311
2.835,42.30398052487661,-10.525810295000657,1.085976495330813,0.3268786486515732,0.2520836999382613,0.5557642593361581,0.721616411485832
2.935,42.31441965351343,-10.520377425392978,1.0838784233390593,0.3338015075041036,0.2522784934359004,0.5511154516649568,0.7219445091375313
3.035,42.32509739756396,-10.49558873914246,1.085117278016586,0.3419366640364646,0.2635886972841615,0.5543808840176827,0.7115210129626708
3.102,42.32276821844575,-10.514297603422962,1.0862603578275434,0.3445341393236001,0.2579155448267382,0.5498140740111715,0.7158772817994092
4.002,42.32252488593589,-10.4772830978644,1.0896082426090907,0.3555622993512314,0.2794329855413545,0.5448064309174956,0.7061717997077274
4.102,42.30561178347929,-10.511635184467991,1.093421509765216,0.3326628673622803,0.2473509026698531,0.5490535243924561,0.7257362985127156
4.235,42.28955455911249,-10.543783020592116,1.0783939874648203,0.3209328561063981,0.1971904801923837,0.5641931153798289,0.7347136482677386
4.335,42.29118616979089,-10.527833883087524,1.0742123750942305,0.3289611722948755,0.1789760495446598,0.56421859324652,0.7358053410017399
4.568,42.2897973723834,-10.487194909849404,1.0620981794798006,0.3590963752606566,0.1692710481041025,0.5592949405952841,0.7277267859388673
4.702,42.29045586033124,-10.491978443284896,1.0579381444990104,0.3641224378458034,0.1638606252707091,0.5595140764879153,0.7262978341940699
4.802,42.29450267368231,-10.492258818023789,1.0631713191580905,0.3669505123609455,0.1729196503117143,0.5527673509342672,0.7279384395367695
4.902,42.29241374725934,-10.507619738878931,1.0656309200291838,0.3578233519594684,0.171415247280437,0.5571387273871214,0.7295037355886094
5.001,42.30086821022225,-10.489063629256172,1.0691144237118142,0.3545209996006755,0.1826546158545211,0.5511184723416184,0.7329533283866141
5.101,42.30016747133487,-10.510494613489511,1.073857826860028,0.3483284842381139,0.1857253679433166,0.5600440772567356,0.7283707752926043
5.235,42.31826008910544,-10.478580594548411,1.0720440517212662,0.3618989000709675,0.2085403681186592,0.5622895058448859,0.7137020475023678
5.368,42.319361067713885,-10.49060335805121,1.0800389085899071,0.3602518185088802,0.2157232018247852,0.5500815790598398,0.7218672896277687
5.468,42.312917241627794,-10.518405009032552,1.0804505508819064,0.3550066578175081,0.208740434657534,0.5495326205646146,0.7269192546491073
20.512,42.090486478461,-10.279726718804408,1.079351964360731,0.4411710917909924,0.2317229182749387,0.5126567896135801,0.6991820742676312
20.612,42.078688443921,-10.245963955055284,1.089053333295782,0.4417415598603639,0.2516459497140745,0.5075852368824766,0.6956262916132443
20.878,42.01823814526371,-10.209268471975294,1.0713004670290769,0.5068869474810996,0.2577210349652465,0.449261772853361,0.6890641117213914
20.978,41.9958854338556,-10.173691177239215,1.0844966362575867,0.5034770458996264,0.2624798188198523,0.4537328672149603,0.6868345464326719
21.045,41.95339556716674,-10.18180777685094,1.1044558581753192,0.4893213902772285,0.2667632052485988,0.4739345309781682,0.6817536429599463
21.145,41.93119207690135,-10.141338346317395,1.1101464811115376,0.4792521986703496,0.2830293420155635,0.4999344285035574,0.6635339394670738
21.212,41.91817371375995,-10.067279213146938,1.098952177937131,0.4697663970641246,0.2805654482082323,0.4714749798621549,0.6916024181746949
21.278,41.89777882700364,-10.055693848336258,1.1062014229945365,0.4517434357687692,0.2786250972412582,0.5054078145293809,0.6803373166597303
21.445,41.82367698640391,-10.065989090305663,1.1430202250789845,0.3883801473768595,0.268945343052605,0.5551640907408346,0.6845597825798326
21.545,41.84507578126195,-10.02044691738779,1.1220399165535158,0.4175763133325394,0.2460896006875259,0.5426645703960216,0.6859920517134002
21.811,41.72242324647766,-9.994007038971532,1.1264249474545225,0.4061747358456036,0.2568306378873169,0.5346848872851215,0.6951058759009628
21.911,41.68030651839548,-9.941977259519264,1.112245389433919,0.4181464157063915,0.2562531903853365,0.5310304422509219,0.6910098022836032
22.011,41.62473532049149,-9.891725167192163,1.1339664334753805,0.3959973869831745,0.275110214258015,0.5370053706220084,0.6921890431352741
22.111,41.57535227195266,-9.858916197564144,1.1299811072197148,0.4092718137357312,0.2673636599862006,0.5310302763099107,0.6921127808691789
22.211,41.55531677974596,-9.825777960469852,1.135447901223664,0.3978829533605847,0.2755920047795224,0.5423152635180635,0.6867549470386041
22.311,41.497452172162426,-9.799910694047146,1.1364523483496858,0.4231061364601294,0.2831131489924114,0.5322230386416568,0.6764368257985549
22.411,41.51167808455565,-9.768817798871954,1.1354093766924047,0.4142285947921538,0.2870212557208041,0.5393578952875646,0.6746306625198256
22.511,41.49518833146072,-9.736909589694095,1.1237385394785613,0.4127120802146295,0.2887450863254215,0.5445771011684003,0.6706197095603885
22.711,41.41327830230633,-9.674540019570212,1.123546305967823,0.4217224381732523,0.2762238812895481,0.533519271736104,0.6791227718407932
