timestamp,x,y,z,qw,qx,qy,qz
0.0,41.90829759,-10.1678444,1.086074352,0.620844679,0.391460534,0.451080552,0.507776398
0.067,41.89447898,-10.1440156,1.089934779,0.625198879,0.37763915,0.443265306,0.519644978
0.167,41.89454315,-10.14628666,1.088107936,0.621362824,0.378607784,0.448349698,0.519179097
0.3,41.89051474,-10.14339668,1.097089637,0.613394115,0.384823111,0.446429807,0.525698831
0.434,41.89181024,-10.13665839,1.095929004,0.617560624,0.381555735,0.446252963,0.523347294
0.534,41.90710955,-10.16099044,1.092828779,0.613145458,0.393377,0.452080034,0.514714315
0.634,41.91083084,-10.17786998,1.090378081,0.609986662,0.395261589,0.454224692,0.515135397
0.667,41.89095509,-10.14285373,1.091280771,0.618224851,0.376047718,0.448714491,0.524443947
0.767,41.86473594,-10.14988427,1.091683059,0.592541818,0.360728321,0.461682747,0.552827562
0.934,41.907228,-10.17363032,1.094007126,0.606174452,0.389588345,0.45792701,0.520649891
1.067,41.91873876,-10.18530418,1.090093329,0.603788797,0.39115398,0.459609495,0.520765557
1.167,41.90358728,-10.16579528,1.094645779,0.595566614,0.386432244,0.467531591,0.526673276
1.267,41.90695976,-10.18888786,1.069828719,0.595670212,0.360858247,0.47354586,0.539177747
1.367,41.89976859,-10.1754532,1.102363844,0.570445535,0.380939446,0.478469685,0.548218743
1.467,41.87913611,-10.16967311,1.100989346,0.552899392,0.356875853,0.493062815,0.569061463
1.7,41.86052507,-10.20650128,1.060885675,0.514369884,0.2877918,0.539405349,0.601366255
1.8,41.87804135,-10.17869653,1.079156152,0.512701085,0.309734587,0.539992949,0.59127802
1.9,41.86579111,-10.17453089,1.090943745,0.490444204,0.29791713,0.544271649,0.611946271
2.0,41.85279997,-10.17833524,1.099189514,0.470036888,0.290381211,0.555737538,0.621208391
2.134,41.84501284,-10.18484553,1.093067055,0.458960921,0.269615949,0.563941267,0.631373392
2.234,41.8448456,-10.17810888,1.096989414,0.450697598,0.275240132,0.572383408,0.62728923
2.334,41.84497915,-10.18305713,1.088360923,0.456997504,0.254599112,0.571497061,0.632237046
2.434,41.85106502,-10.19256678,1.088806124,0.456003379,0.256677661,0.572133181,0.631538692
2.535,41.8477367,-10.19577534,1.08252297,0.452958295,0.246972423,0.575590486,0.634451731
